Rank,Name,Platform,Year,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
14870,Luminous Arc Infinity,PSV,2015,Marvel Entertainment  ,Xseed Games  ,,,,,0.06,,0.06
14871,MX vs ATV Supercross Encore 2017 Track Edition,XOne,2017,THQ Nordic  ,Rainbow Studios  ,,,0.05,,,0.01,0.06
14872,Backyard NFL Football '10,PS2,2009,Atari  ,Humongous Entertainment  ,,,0.03,0.02,,0.01,0.06
14873,Kikou Heidan J-Phoenix,PS2,2001,Takara  ,Shoeisha  ,,,,,0.06,,0.06
14874,Another Code R: A Journey into Lost Memories,Wii,2009,Nintendo  ,Cing  ,5.9,,,0.03,0.03,0.0,0.06
14875,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Konami  ,Konami  ,,,0.04,0.02,,0.0,0.06
14876,Bubble Bobble: Old & New,GBA,2004,Empire Interactive  ,Taito Corporation  ,5.5,,0.04,0.02,,0.0,0.06
14877,Naruto Shippuden: Gekitou Ninja Taisen Special,Wii,2010,Takara Tomy   ,Eighting  ,,,,,0.06,,0.06
14878,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Sega  ,Sammy Studios  ,,,,,0.06,,0.06
14879,Kekkon: Marriage,SAT,1995,Shogakukan  ,Shogakukan Production  ,,,,,0.06,0.0,0.06
14880,Challenge Me: Brain Puzzles,DS,2009,O-Games  ,Oxygen Interactive  ,,,0.06,0.0,,0.0,0.06
14881,KimiKiss,PS2,2006,Enterbrain  ,Enterbrain  ,,,,,0.06,,0.06
14882,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Alchemist  ,Alchemist  ,,,,,0.06,,0.06
14883,Cold Fear,XB,2005,Ubisoft  ,Darkworks  ,,,0.05,0.01,,0.0,0.06
14884,Nicktoons MLB 3D,3DS,2012,2K Games  ,"Black Lantern Studios, Inc.  ",,,0.06,,,0.01,0.06
14885,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,D3 Publisher  ,Bisty  ,,,,,0.06,,0.06
14886,Shining Force Feather,DS,2009,Sega  ,Flight-Plan  ,,,,,0.06,,0.06
14887,OK! Puzzle Stars,DS,2010,Ubisoft  ,TBD  ,,,,0.05,,0.01,0.06
14888,Star Trek: Tactical Assault,DS,2006,Bethesda Softworks  ,"Quicksilver Software, Inc.  ",,,0.05,0.01,,0.0,0.06
14889,NBA 2K Playgrounds 2,XOne,2018,2K Games  ,Saber Interactive  ,,,0.05,,,0.01,0.06
14890,Highway 2000,SAT,1996,Natsume  ,Genki  ,,,,,0.06,,0.06
14891,Imagine: Cheerleader,DS,2009,Ubisoft  ,1st Playable Productions  ,,,0.06,,,0.0,0.06
14892,Cartoon Network Battle Crashers,3DS,2016,GameMill  ,Magic Pockets  ,3.5,,0.04,0.01,,0.01,0.06
14893,EverQuest II: Destiny of Velious,PC,2011,Sony Online Entertainment  ,Sony Online Entertainment  ,,,0.06,,,0.01,0.06
14894,DropCast,DS,2008,THQ  ,Mikoishi  ,,,0.06,,,0.0,0.06
14895,LEGO Friends,3DS,2013,Warner Bros. Interactive Entertainment  ,Hellbent Games  ,,,,0.06,,0.0,0.06
14896,Cocoto Kart Racer,Wii,2008,Conspiracy Entertainment  ,Neko Entertainment  ,,,0.06,,,0.0,0.06
14897,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Crimson Cow  ,KING Art Games  ,,,,0.05,,0.01,0.06
14898,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Namco Bandai  ,Yuke's Future Media Creators  ,,,,,0.06,,0.06
14899,Call of Cthulhu: Dark Corners of the Earth,XB,2005,2K Games  ,Headfirst Productions  ,,,0.05,0.01,,0.0,0.06
14900,The Great Escape,XB,2008,Gotham Games  ,Pivotal Games  ,,,0.05,0.01,,0.0,0.06
14901,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PS4,2018,Tecmo Koei  ,Gust  ,,,0.03,,0.03,0.01,0.06
14902,Alien Syndrome,Wii,2007,Sega  ,Totally Games  ,5.2,,0.05,0.0,,0.0,0.06
14903,The Document of Metal Gear Solid 2,PS2,2002,Konami  ,Konami Computer Entertainment Japan  ,,,0.03,0.02,,0.01,0.06
14904,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,TDK Core  ,TDK Core  ,,,,,0.06,,0.06
14905,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Konami  ,Konami  ,,,,,0.06,,0.06
14906,PenPen TriIceLon,DC,1999,Infogrames  ,Team Land Ho!  ,5.8,,,,0.06,0.0,0.06
14907,SBK 2011: FIM Superbike World Championship,X360,2011,Black Bean Games  ,Milestone S.r.l  ,,,,0.05,,0.01,0.06
14908,Salt Lake 2002,GBA,2002,Ubisoft  ,DC Studios  ,,,0.04,0.02,,0.0,0.06
14909,Chevrolet Camaro: Wild Ride,Wii,2010,Storm City Games  ,Storm City Games  ,,,0.06,,,0.0,0.06
14910,PAC-MAN and the Ghostly Adventures,WiiU,2013,Namco Bandai Games  ,Monkey Bar Games  ,,,0.03,0.02,,0.01,0.06
14911,Uta no Prince-Sama: Music 3,PSV,2016,Broccoli  ,Nippon Ichi Software  ,,,,,0.06,,0.06
14912,MX vs. ATV Supercross Encore,PS4,2015,Nordic Games  ,Rainbow Studios  ,,,,0.05,,0.01,0.06
14913,Cartoon Network Battle Crashers,XOne,2016,GameMill  ,Magic Pockets  ,,,0.05,0.01,,0.01,0.06
14914,Crazy Chicken Tales,Wii,2009,Conspiracy Entertainment  ,Conspiracy Entertainment Corporation  ,,,0.06,,,0.0,0.06
14915,Stranger of Sword City,PSV,2016,NIS America  ,Experience Inc.  ,,,0.04,0.01,,0.02,0.06
14916,Arkanoid DS,DS,2008,Square Enix  ,Taito Corporation  ,,,0.06,0.0,,0.0,0.06
14917,Vexx,GC,2003,Acclaim Entertainment  ,Acclaim Studios Austin  ,6.4,,0.05,0.01,,0.0,0.06
14918,Disney's Kim Possible: Global Gemini,DS,2007,Disney Interactive Studios  ,Artificial Mind and Movement  ,,,0.05,0.01,,0.0,0.06
14919,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Namco Bandai  ,Bec  ,,,,,0.06,,0.06
14920,Batman: Rise of Sin Tzu,GC,2003,Ubisoft  ,Ubisoft Montreal  ,,,0.05,0.01,,0.0,0.06
14921,Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Capcom  ,Capcom  ,,,0.06,,,,0.06
14922,Grey's Anatomy: The Video Game,Wii,2009,Ubisoft  ,Longtail Studios  ,,,0.05,0.01,,0.0,0.06
14923,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Activision  ,Behaviour Interactive Inc.  ,,,,0.06,,0.0,0.06
14924,MX vs ATV Supercross Encore 2017 Track Edition,PS4,2017,THQ Nordic  ,Rainbow Studios  ,,,0.05,,,0.01,0.06
14925,Santa Claus Is Comin' to Town!,Wii,2011,Crave Entertainment  ,Crave Entertainment  ,,,0.06,,,0.0,0.06
14926,The Next BIG Thing,PC,2011,Focus Home Interactive  ,Pendulo Studio  ,6.8,,,0.05,,0.01,0.06
14927,Disney Sports Skateboarding,GC,2002,Konami  ,KCEO  ,2.6,,0.05,0.01,,0.0,0.06
14928,Puyo Puyo Tetris,PSV,2014,Sega  ,Sonic Team  ,,,,,0.06,,0.06
14929,Sword Art Online: Game Director's Edition,PS4,2015,Namco Bandai Games  ,Namco Bandai Games  ,,,,,0.06,,0.06
14930,Create,PC,2010,Electronic Arts  ,EA Bright Light  ,6.0,,0.04,0.01,,0.0,0.06
14931,Deformers,PS4,2017,Ready at Dawn  ,Ready at Dawn  ,,,0.05,,,0.01,0.06
14932,Hasbro Family Fun Pack Conquest Edition,XOne,2016,Ubisoft  ,Ubisoft  ,,,0.05,,,0.01,0.06
14933,New Prince of Tennis: Go to the Top,3DS,2015,FuRyu Corporation  ,FuRyu  ,,,,,0.06,,0.06
14934,Tsumiki: Block Drop Mania,DS,2011,SouthPeak Interactive  ,RED Entertainment  ,,,0.05,,,0.01,0.06
14935,Dreamer Series: Zoo Keeper,DS,2010,DreamCatcher Interactive  ,DreamCatcher Interactive  ,,,0.06,,,0.0,0.06
14936,Magi: Aratanaru Sekai,3DS,2014,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14937,Big Bang Mini,DS,2009,SouthPeak Interactive  ,Arkedo Studio  ,8.0,,0.05,0.0,,0.0,0.06
14938,Summon Night 2,DS,2008,Bandai  ,Flight-Plan  ,,,,,0.06,,0.06
14939,Chou Soujuu Mecha MG,DS,2006,Nintendo  ,Sandlot  ,,,,,0.06,,0.06
14940,Chou Soujuu Mecha MG,DS,N/A,Unknown  ,Sandlot  ,,,,,0.06,,0.06
14941,Pro Evolution Soccer 2012,PS2,2011,Konami  ,Konami  ,,,,,0.06,,0.06
14942,Terminator 3: The Redemption,XB,2004,Atari  ,Paradigm Entertainment  ,,,0.05,0.01,,0.0,0.06
14943,Call of Duty 2,PC,2005,Activision  ,Infinity Ward  ,7.0,,0.0,0.05,,0.01,0.06
14944,Sherlock Holmes: The Devil's Daughter,XOne,2016,Bigben Interactive  ,Bigben Interactive  ,,,0.05,,,0.01,0.06
14945,Busy Scissors,DS,2010,Little Orbit  ,Little Orbit  ,,,0.06,0.0,,0.0,0.06
14946,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14947,Coded Arms: Contagion,PSP,2007,Konami  ,Creat Studio  ,,,0.05,0.0,,0.01,0.06
14948,Shiren The Wanderer: The Tower of Fortune and the Dice of Fate,PSV,2016,Aksys Games  ,"Chunsoft Co., Ltd.  ",,,0.01,,0.04,0.01,0.06
14949,Cabela's Big Game Hunter (2008),X360,2007,Activision  ,FUN Labs  ,,,0.06,,,0.0,0.06
14950,Neon Genesis Evangelion,N64,1999,Bandai  ,Bandai  ,5.6,,,,0.06,0.0,0.06
14951,Serious Sam II,XB,2005,2K Games  ,Croteam  ,,,0.05,0.01,,0.0,0.06
14952,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Activision  ,Farmind Ltd  ,,,0.05,0.0,,0.0,0.06
14953,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Midway Games  ,Sensory Sweep  ,,,0.06,,,0.0,0.06
14954,Flipnic: Ultimate Pinball,PS2,2005,Capcom  ,Sony Computer Entertainment  ,,,0.03,0.02,,0.01,0.06
14955,ICO,PS3,2011,Sony Computer Entertainment  ,Bluepoint Games  ,,,,,0.06,,0.06
14956,Eigo de Tabisuru: Little Charo,DS,2011,Nintendo  ,Nintendo  ,,,,,0.06,,0.06
14957,NBA Hangtime,PS,1997,Midway Games  ,Midway Games  ,,,0.03,0.02,,0.0,0.06
14958,MX vs. ATV Supercross Encore,XOne,2015,Nordic Games  ,Rainbow Studios  ,,,0.05,,,0.01,0.06
14959,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Kadokawa Shoten  ,Circus  ,,,,,0.06,,0.06
14960,MotoGP 10/11,X360,2011,Capcom  ,Monumental Games  ,6.0,,,0.05,,0.01,0.06
14961,World Cup of Pool,DS,2010,Aksys Games  ,Midas Interactive Entertainment  ,,,0.06,0.0,,0.0,0.06
14962,Brunswick Circuit Pro Bowling,N64,1999,THQ  ,Point of View  ,,,0.05,0.01,,0.0,0.06
14963,Bust-A-Move '99,N64,1999,Acclaim Entertainment  ,Distinctive Developments Ltd  ,,,0.05,0.01,,0.0,0.06
14964,CyberTiger,N64,2000,Electronic Arts  ,Saffire Corporation  ,,,0.05,0.01,,0.0,0.06
14965,Marvel Super Heroes,SAT,1997,Capcom  ,Capcom  ,,,,,0.06,0.0,0.06
14966,Mike Piazza's Strike Zone,N64,1998,GT Interactive  ,Devil's Thumb Entertainment  ,,,0.05,0.01,,0.0,0.06
14967,Olympic Hockey 98,N64,1998,Midway Games  ,Treyarch  ,,,0.05,0.01,,0.0,0.06
14968,Penny Racers,N64,1999,THQ  ,Locomotive Games  ,,,0.05,0.01,,0.0,0.06
14969,Polaris SnoCross,N64,2000,Vatical Entertainment  ,Vicarious Visions  ,,,0.05,0.01,,0.0,0.06
14970,S.C.A.R.S,N64,1998,Ubisoft  ,Vivid Image  ,,,0.05,0.01,,0.0,0.06
14971,Star Soldier: Vanishing Earth,N64,1998,Electro Brain  ,Hudson Soft  ,,,0.05,0.01,,0.0,0.06
14972,Top Gear Hyper-Bike,N64,2000,Kemco  ,Snowblind Studios  ,,,0.05,0.01,,0.0,0.06
14973,Virtual Chess 64,N64,1998,Titus  ,Titus Software  ,,,0.05,0.01,,0.0,0.06
14974,Worms Blast,GC,2002,Ubisoft  ,Team17 Software  ,,,0.05,0.01,,0.0,0.06
14975,Prinny: Can I Really Be The Hero? (US sales),PSP,2009,NIS America  ,Nippon Ichi Software  ,,,0.06,,,,0.06
14976,Blur,PC,2010,Activision  ,Bizarre Creations  ,8.1,,0.01,0.04,,0.01,0.06
14977,Killing Floor 2,XOne,2017,Tripwire Interactive  ,Tripwire Interactive  ,,,0.05,,,0.01,0.06
14978,Smile PreCure! Let's Go! Marchen World,3DS,2012,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14979,I Love Beauty: Hollywood Makeover,DS,2009,City Interactive  ,City Interactive  ,,,0.06,,,0.0,0.06
14980,IHRA Professional Drag Racing 2005,XB,2004,Bethesda Softworks  ,Bethesda Softworks  ,,,0.04,0.01,,0.0,0.06
14981,Tokyo Xtreme Racer Advance,GBA,2005,Crave Entertainment  ,David A. Palmer Productions  ,,,0.04,0.02,,0.0,0.06
14982,Rock Blast,DS,2008,UFO Interactive  ,UFO Interactive  ,,,0.06,,,0.0,0.06
14983,Warriors of the Lost Empire,PSP,2007,UFO Interactive  ,Goshow  ,,,0.05,0.0,,0.0,0.06
14984,Showtime Championship Boxing,DS,2007,DSI Games  ,Nikitova Games  ,,,0.06,,,0.0,0.06
14985,Little League World Series Baseball 2008,DS,2008,Activision  ,Black Lantern Studios  ,,,0.06,,,0.0,0.06
14986,Combat Elite: WWII Paratroopers,PS2,2005,SouthPeak Interactive  ,BattleBorne  ,,,0.03,0.02,,0.01,0.06
14987,Power Pro Success Legends,PSP,2010,Konami  ,PawaPuro Production  ,,,,,0.06,,0.06
14988,Killer Loop,PS,1999,Crave Entertainment  ,VCC Entertainment  ,,,0.03,0.02,,0.0,0.06
14989,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Activision  ,FUN Labs  ,,,0.06,,,0.0,0.06
14990,Worldwide Soccer,SAT,1995,Sega  ,Sega  ,,,,,0.06,,0.06
14991,Puzzler Collection,Wii,2008,Zoo Digital Publishing  ,Route 1 Games  ,,,0.05,0.0,,0.0,0.06
14992,Toriko: Gourmet Battle!,3DS,2013,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
14993,Jewel Link Chronicles: Mountains of Madness,DS,2012,Unknown  ,Avanquest Software  ,,,,0.05,,0.01,0.06
14994,Commandos: Strike Force,PS2,2006,Eidos Interactive  ,Pyro Studios  ,,,0.03,0.02,,0.01,0.06
14995,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2005,Bandai  ,Capcom  ,,,0.03,0.02,,0.01,0.06
14996,Rapala Pro Fishing,GBA,2004,Activision  ,Torus Games  ,,,0.04,0.02,,0.0,0.06
14997,Nobunaga no Yabou: Souzou,PS4,2014,Tecmo Koei  ,Koei Tecmo Games  ,,,,,0.06,,0.06
14998,Guilty Gear X: Advance Edition,GBA,2002,Sammy Corporation  ,Arc System Works  ,7.3,,0.04,0.02,,0.0,0.06
14999,Fate/Tiger Colosseum Upper,PSP,2008,Capcom  ,Cavia Inc.  ,,,,,0.06,,0.06
15000,Unreal Tournament III,PC,2007,Midway Games  ,Epic Games  ,8.4,,,0.05,,0.01,0.06
15001,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Rocket Company  ,Rocket Company  ,,,,,0.06,,0.06
15002,Pop Cutie! Street Fashion Simulation,DS,2008,KOEI  ,Koei  ,,,0.06,,,0.0,0.06
15003,S.T.A.L.K.E.R.: Call of Pripyat,PC,2010,Viva Media  ,GSC Game World  ,8.0,,0.0,0.05,,0.01,0.06
15004,Dragon Quest X: All in One Package,PS4,2017,Square Enix  ,Square Enix  ,,,,,0.06,,0.06
15005,Ford Racing 3,GBA,2005,"Destination Software, Inc  ",Visual Impact  ,,,0.04,0.02,,0.0,0.06
15006,Samurai Warriors 4-II,PSV,2015,Tecmo Koei  ,Omega Force  ,,,,,0.06,,0.06
15007,Pheasants Forever Wingshooter,Wii,2010,GameMill  ,High Voltage Software  ,,,0.03,0.02,,0.0,0.06
15008,Playmobil Knights,DS,2010,DreamCatcher Interactive  ,Morgen Studios  ,,,0.04,0.01,,0.0,0.06
15009,The Witcher,PC,2007,Atari  ,CD Projekt Red Studio  ,7.9,,,0.05,,0.01,0.06
15010,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Irem Software Engineering  ,Irem Software Engineering  ,,,,,0.06,,0.06
15011,R.B.I. Baseball 2016,XOne,2016,MLB.com  ,MLB.com  ,,,0.05,,,0.01,0.06
15012,World Soccer Winning Eleven 9 (US sales),PSP,2006,Konami  ,Konami Computer Entertainment Tokyo  ,,,0.05,,,0.0,0.06
15013,Imagine: Resort Owner,DS,2010,Ubisoft  ,Ubisoft  ,,,0.05,0.0,,0.0,0.06
15014,Oddworld: Munch's Oddysee,GBA,2003,THQ  ,ART Co.  ,,,0.04,0.02,,0.0,0.06
15015,Winning Post 4 Maximum,PS2,2000,KOEI  ,Koei/Inis  ,,,,,0.06,,0.06
15016,Xiaolin Showdown,PSP,2006,Konami  ,BottleRocket Entertainment  ,,,0.05,0.0,,0.0,0.06
15017,Exhibition Volume 5,XB,2004,Microsoft  ,Various  ,,,0.04,0.01,,0.0,0.06
15018,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Sega  ,Sega  ,,,,,0.06,0.0,0.06
15019,Pro Yakyuu Netsu Star 2007,PS2,2007,Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06
15020,Starry * Sky: In Summer - PSP Edition,PSP,2010,Asgard  ,Asgard  ,,,,,0.06,,0.06
15021,Klonoa Beach Volleyball,PS,2002,Namco  ,Namco  ,,,0.03,0.02,,0.0,0.06
15022,Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings,PSV,2017,Aquaplus  ,Aqua Plus  ,,,,,0.06,,0.06
15023,Melty Blood: Actress Again,PS2,2009,Ecole  ,Ecole Software  ,,,,,0.06,,0.06
15024,Shadows Awakening,PS4,2018,Kalypso Media  ,Games Farm  ,,,0.05,,,0.01,0.06
15025,3D Lemmings,PS,1995,Psygnosis  ,Clockwork Games  ,7.0,,0.03,0.02,,0.0,0.06
15026,Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,D3 Publisher  ,Altron  ,,,0.04,0.02,,0.0,0.06
15027,Mercury Meltdown,PSP,2006,Ignition Entertainment  ,Ignition Banbury  ,,,0.05,0.0,,0.01,0.06
15028,Broken Sword: The Shadow of the Templars,GBA,2002,BAM! Entertainment  ,Revolution Software Ltd.  ,8.1,,0.04,0.02,,0.0,0.06
15029,Resident Evil - Code: Veronica X,GC,2003,Capcom  ,Capcom  ,5.6,,0.05,0.01,,0.0,0.06
15030,Assassin's Creed Odyssey,PC,2018,Ubisoft  ,Ubisoft Quebec  ,,,,0.06,,0.0,0.06
15031,Paws & Claws: Pampered Pets 2,DS,2011,THQ  ,Radon Labs GmbH  ,,,0.05,,,0.0,0.06
15032,Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Little Orbit  ,WayForward Technologies  ,,,0.0,0.05,,0.0,0.06
15033,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Yumedia  ,Yumedia  ,,,,,0.06,0.0,0.06
15034,Inversion,X360,2012,Namco Bandai Games  ,Saber Interactive  ,,,0.03,0.02,,0.01,0.06
15035,Kelly Slater's Pro Surfer,GC,2002,Activision  ,Treyarch  ,8.0,,0.05,0.01,,0.0,0.06
15036,Kamen Rider: Super Climax Heroes,PSP,2012,Namco Bandai Games  ,Eighting  ,,,,,0.06,,0.06
15037,Trapt,PS2,2005,Tecmo  ,Paon Corporation  ,,,0.03,0.02,,0.01,0.06
15038,Yomawari: Midnight Shadows,PS4,2017,NIS America  ,Nippon Ichi Software  ,,,0.02,,0.04,0.0,0.06
15039,Satisfashion,DS,2010,Destineer  ,"eGames, Inc.  ",,,0.05,,,0.0,0.06
15040,Resident Evil Director's Cut,PSN,2009,Sony Computer Entertainment  ,Capcom  ,,,,,0.06,,0.06
15041,Splat Renegade Paintball,XB,2005,Take-Two Interactive  ,Cat Daddy Games  ,,,0.04,0.01,,0.0,0.06
15042,Mayhem 3D,PS3,2011,Evolved Games  ,Zoo Games  ,,,0.05,,,0.01,0.06
15043,Metal Max 4: Gekkou no Diva,3DS,2013,Kadokawa Shoten  ,Cattle Call  ,,,,,0.06,,0.06
15044,Theresia...,DS,2008,Aksys Games  ,WorkJam  ,,,0.05,,,0.0,0.06
15045,Ivy the Kiwi?,Wii,2010,Xseed Games  ,PROPE  ,7.5,,0.04,0.02,,0.0,0.06
15046,Okami HD,XOne,2017,Capcom  ,Clover Studio  ,,,0.05,,,0.01,0.06
15047,The Amazing Spider-Man 2 (2014),WiiU,2014,Activision  ,Beenox  ,,,0.03,0.03,,0.0,0.06
15048,Worms 3D,XB,2005,Sega  ,Team17 Software  ,,,0.04,0.01,,0.0,0.06
15049,Game of Thrones: A Telltale Games Series,PS4,2015,Telltale Games  ,Telltale Games  ,,,0.05,,,0.01,0.06
15050,Vampire Rain: Altered Species,PS3,2008,Ignition Entertainment  ,Artoon  ,3.5,,0.05,0.0,0.0,0.01,0.06
15051,Winter Sports 2: The Next Challenge,DS,2008,Conspiracy Entertainment  ,49Games  ,,,0.04,0.02,,0.0,0.06
15052,PoPoLoCrois,PSP,2005,Agetec  ,G-Artists  ,,,0.05,0.0,,0.0,0.06
15053,Dragon Rage,PS2,2001,3DO  ,3DO  ,,,0.03,0.02,,0.01,0.06
15054,FIFA 07 Soccer,DS,2006,EA Sports  ,EA Canada  ,7.5,,0.05,0.01,,0.0,0.06
15055,Dance Sensation!,Wii,2010,Majesco  ,Alpine Studios  ,,,0.06,,,0.0,0.06
15056,Atari Flashback Classics: Volume 2,PS4,2016,Atari  ,Atari  ,,,0.05,,,0.01,0.06
15057,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Konami  ,Konami  ,,,0.05,0.0,,0.0,0.06
15058,F1 2015,PC,2015,Codemasters  ,Codemasters Birmingham  ,,,,0.06,,0.0,0.06
15059,Call of Duty: The War Collection,X360,2010,Activision  ,Infinity Ward  ,,,0.05,,,0.0,0.06
15060,Jumper: Griffin's Story,X360,2008,Brash Entertainment  ,RedTribe Studios  ,,,0.05,0.0,,0.0,0.06
15061,Raw Danger! (JP sales),PS2,2007,Agetec  ,Irem Software Engineering  ,,,,,0.06,,0.06
15062,Archer Maclean Presents: Pool Paradise,PS2,2004,Ignition Entertainment  ,Awesome Developments  ,,,0.03,0.02,,0.01,0.06
15063,Kamen Rider: Battride War Genesis,PS3,2016,Namco Bandai Games  ,Unknown  ,,,,,0.06,,0.06
15064,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Nintendo  ,TOSE  ,,,,,0.06,,0.06
15065,Pro Evolution Soccer 2011,PC,2010,Konami  ,Konami  ,6.0,,,0.05,,0.01,0.06
15066,Backyard Skateboarding 2006,GBA,2004,Atari  ,Humongous Entertainment  ,,,0.04,0.02,,0.0,0.06
15067,Brave: A Warrior's Tale,X360,2009,SouthPeak Interactive  ,Collision Studios  ,4.4,,0.05,0.01,,0.0,0.06
15068,Tron 2.0: Killer App,XB,2004,Buena Vista  ,Climax Group  ,,,0.04,0.01,,0.0,0.06
15069,Steins;Gate: Darling of Loving Vows,PSP,2012,5pb  ,5pb. Inc.  ,,,,,0.06,,0.06
15070,Gegege no Kitarou: Youkai Daigekisen,DS,2008,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06
15071,Dig Dug: Digging Strike,DS,2005,Namco  ,Namco  ,,,0.05,0.0,,0.0,0.06
15072,Emblem of Gundam,DS,2008,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06
15073,Disgaea 1 Complete,NS,2018,NIS America  ,Nippon Ichi Software  ,8.0,,0.03,0.01,0.01,0.0,0.06
15074,The Fast and the Furious,PS2,2006,Namco Bandai  ,Eutechnyx  ,,,0.03,0.02,,0.01,0.06
15075,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Activision  ,Behaviour Interactive Inc.  ,,,,0.05,,0.0,0.06
15076,Tokyo Ghoul: Jail,PSV,2015,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
15077,G-Police: Weapons of Justice,PS,1999,Sony Computer Entertainment  ,Psygnosis  ,,,0.03,0.02,,0.0,0.06
15078,All Kamen Rider: Rider Generation 2,PSP,2012,Namco Bandai Games  ,Bandai Namco Games  ,,,,,0.06,,0.06
15079,Azure Striker Gunvolt: Striker Pack,NS,2017,Nighthawk Interactive  ,Inti Creates  ,,,0.03,0.01,0.01,0.0,0.06
15080,Killing Zone,PS,1996,Acclaim Entertainment  ,Naxat Soft  ,,,0.03,0.02,,0.0,0.06
15081,Policenauts,3DO,1995,Konami  ,Konami  ,,,,,0.06,,0.06
15082,Spintires: MudRunner - American Wilds,NS,2018,Maximum Games  ,Saber Interactive  ,,,0.05,,,0.01,0.06
15083,Adventures of Lolo,NES,1989,HAL Laboratory  ,HAL Laboratory  ,,,0.06,,,,0.06
15084,Quiz! Hexagon II,DS,2010,Namco Bandai  ,Bandai Namco Games  ,,,,,0.06,,0.06
15085,Outcast: Second Contact,PS4,2017,Maximum Games  ,Bigben Interactive  ,,,0.05,,,0.01,0.06
15086,History Channel: Battle for the Pacific,X360,2007,Activision  ,Cauldron Ltd.  ,,,0.05,0.0,,0.0,0.06
15087,Racing Gears Advance,GBA,2005,"Orbital Media, Inc.  ","Orbital Media, Inc.  ",,,0.04,0.02,,0.0,0.06
15088,Honeycomb Beat,DS,2007,Konami  ,Hudson Soft  ,,,0.05,0.0,,0.0,0.06
15089,Brave: A Warrior's Tale,Wii,2009,SouthPeak Interactive  ,Collision Studios  ,4.7,,0.05,0.0,,0.0,0.06
15090,Crazy Chicken: Pharaoh's Treasure,DS,2009,Mumbo Jumbo  ,Phenomedia  ,,,0.05,,,0.0,0.06
15091,Syphon Filter: Logan's Shadow,PS2,2010,Sony Computer Entertainment  ,SCEA Bend Studio  ,,,0.03,0.02,,0.01,0.06
15092,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Bethesda Softworks  ,4J Studios  ,,,0.04,0.01,,0.0,0.06
15093,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Paon   ,Paon Corporation  ,,,,,0.06,,0.06
15094,Impossible Mission,PSP,2007,System 3 Arcade Software  ,System 3 Software  ,,,,0.04,,0.01,0.06
15095,Tanjou S Debut,SAT,1996,NEC Interchannel   ,NEC Interchannel  ,,,,,0.06,,0.06
15096,Nendoroid Generation,PSP,2012,Namco Bandai Games  ,Namco Bandai Games  ,,,,,0.06,,0.06
